Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
31-03-2022,1908,1912.9,1894.3,1907.2,345770108,10072,181774
30-03-2022,1907,1918.5,1895.2,1917.7,1204416483,6721,628590
29-03-2022,1872.9,1889.35,1860.6,1885.9,466713911,11533,249709
28-03-2022,1873.8,1880.4,1853,1873.45,325363471,6695,174343
25-03-2022,1887,1894.8,1858,1876.4,412690229,13073,220204
24-03-2022,1853,1894.1,1853,1886.85,155371140,5291,82466
23-03-2022,1896.15,1900,1857.1,1871.85,331417043,7182,175874
22-03-2022,1854.7,1889.9,1840,1887.3,284777044,6602,152591
21-03-2022,1876,1886.55,1841.5,1852.6,664621425,10445,356094
17-03-2022,1922.6,1924,1833.85,1854.4,566310916,11248,299253
16-03-2022,1873,1893.9,1851,1888.65,369463666,7353,197005
15-03-2022,1893,1893,1830,1839.15,592455515,20548,319474
14-03-2022,1827,1894.7,1827,1890.8,828442840,26454,442681
11-03-2022,1814,1833,1811.25,1822.3,311057102,9472,170330
10-03-2022,1838,1847.7,1810.1,1824.8,609475133,21354,334472
09-03-2022,1794,1831,1788.95,1813.45,5156019669,35553,2826476
08-03-2022,1715,1800,1715,1778.45,520272051,17047,294435
07-03-2022,1695,1750.6,1695,1739.55,948955804,36829,548075
04-03-2022,1697,1735.75,1681,1723.55,290114698,9101,169550
03-03-2022,1720,1733.7,1705.6,1720.55,591607525,14325,343218
02-03-2022,1710,1714.2,1691,1703.1,376227053,15854,220920
28-02-2022,1684,1727.95,1665,1717.3,229569516,8840,135310
25-02-2022,1706,1718.9,1677.2,1693.9,4844154626,17014,2867333
24-02-2022,1682,1714.7,1670.15,1677.5,1236495988,56612,731809
23-02-2022,1750,1758,1733.65,1743.35,370448514,10630,212440
22-02-2022,1690.05,1750,1690.05,1734.15,357112912,10566,207717
21-02-2022,1698,1737,1691.15,1730.6,347649004,14881,202580
18-02-2022,1703.3,1722.5,1703.3,1707.1,453630640,14680,265062
17-02-2022,1747,1747.4,1720.5,1725.35,221775533,7390,127749
16-02-2022,1739.95,1755.1,1727.2,1732.75,345424003,14396,198350
15-02-2022,1695,1746,1691,1738.25,1036646715,20402,599584
14-02-2022,1690,1718.45,1678.4,1683,287992784,13100,169432
11-02-2022,1740,1748.35,1713.25,1721,350119916,13014,203337
10-02-2022,1757,1774,1749,1768.85,414431228,14756,235437
09-02-2022,1730,1742.8,1725.05,1737.5,83929988,4028,48350
08-02-2022,1712,1724.7,1696,1716.55,245955361,8074,143574
07-02-2022,1725,1732.3,1696,1714.85,250336764,14249,146147
04-02-2022,1725,1754,1710.3,1740.95,381756074,16247,219991
03-02-2022,1779.9,1779.9,1733.7,1738.7,494616601,21684,281493
02-02-2022,1780,1792.95,1771.55,1788.1,564832083,16890,316328
01-02-2022,1763,1780,1735,1772.15,620991672,23446,351475
31-01-2022,1719.45,1749.65,1714.65,1736.7,241707181,8138,139255
28-01-2022,1685,1727.1,1680,1685.25,420623852,13998,246907
27-01-2022,1704,1704,1665.05,1678.5,473401854,19957,281782
25-01-2022,1725,1739.95,1700.55,1722.1,645116878,38827,375359
24-01-2022,1770,1770,1728.45,1736.9,810879360,41875,464704
21-01-2022,1800,1808.3,1776.3,1786.05,606567222,39300,339253
20-01-2022,1854,1854,1815.9,1824.15,428785501,26582,234368
19-01-2022,1918.5,1918.5,1864.25,1867.7,508167235,22956,269890
18-01-2022,1930,1944,1912,1920.95,115092740,5263,59778
17-01-2022,1935,1953.7,1931.15,1939.35,216001208,6838,111197
14-01-2022,1879,1932.95,1879,1928.2,807788416,25093,421856
13-01-2022,1882.4,1912,1867.55,1897,1197036758,36594,632205
12-01-2022,1873,1889,1860.6,1877.6,550530699,17694,293646
11-01-2022,1852,1869.95,1850.75,1856.05,339632418,11939,182510
10-01-2022,1815.05,1869.5,1813.8,1851.1,456900912,13869,246641
07-01-2022,1817.8,1835.8,1808,1813.15,538721149,16305,296361
06-01-2022,1827.15,1827.15,1800,1818.2,902179224,33945,498350
05-01-2022,1896,1900.8,1840,1844.95,314453057,10265,169297
04-01-2022,1899,1906,1878,1896.25,620290156,8786,328891
03-01-2022,1890,1914,1888.95,1897.15,617621148,14765,324129
31-12-2021,1888.1,1898.5,1872,1889.65,284629173,7773,151059
30-12-2021,1884.45,1909.2,1875,1892.65,414995944,6832,218918
29-12-2021,1884.95,1893.2,1876.65,1885.05,311611036,6209,165221
28-12-2021,1875,1895,1875,1887.45,315066996,11732,166972
27-12-2021,1859,1874.25,1845,1866.25,299316903,10402,160685
24-12-2021,1871.95,1913,1854.2,1863.65,252015580,6910,135134
23-12-2021,1830,1861.65,1827.05,1856.8,306019973,7608,165540
22-12-2021,1829.9,1829.9,1812.4,1824.45,274157716,6935,150627
21-12-2021,1800,1838.5,1800,1812.5,169102398,4373,92781
20-12-2021,1806,1830,1786.75,1798.7,568636580,20152,314664
17-12-2021,1815.4,1842,1806.2,1821.7,918769874,19081,503657
16-12-2021,1753,1777.75,1753,1771.4,275405267,6711,155806
15-12-2021,1748,1748,1721.8,1733.5,206298007,8174,119137
14-12-2021,1730,1759.45,1711,1752.15,177078536,7222,101606
13-12-2021,1765,1772.5,1739.25,1744.9,120803531,3309,68935
10-12-2021,1757,1763.8,1746.05,1758.65,75534732,2655,43057
09-12-2021,1758,1769.3,1742,1762.7,110000400,3172,62660
08-12-2021,1724,1759.6,1724,1752.9,1015791158,11782,589498
07-12-2021,1705,1724.95,1694.5,1712.25,91726178,4087,53639
06-12-2021,1732,1732.7,1690,1693.65,217482011,7769,127555
03-12-2021,1762,1786.7,1732.2,1734.9,1955252607,13118,1114743
02-12-2021,1715,1750,1713,1748.25,415207550,11245,239513
01-12-2021,1715,1741.4,1713.45,1715.5,505928221,12354,292079
30-11-2021,1700,1729.9,1700,1714.45,390890207,12786,227763
29-11-2021,1680,1711.9,1669.55,1696.85,183350240,6053,108307
26-11-2021,1705.45,1718.1,1683,1690.45,767587142,24647,450767
25-11-2021,1700,1725.85,1698.65,1722.45,370879349,11640,216694
24-11-2021,1740,1740.05,1689,1697.5,423662058,9803,247618
23-11-2021,1738.5,1747.05,1710.75,1732.25,178888009,6275,103577
22-11-2021,1781,1785,1751,1758.5,770736233,20366,435693
18-11-2021,1782,1789.3,1759.05,1780.7,457443698,13006,258308
17-11-2021,1792.3,1802,1781.1,1788.05,95361125,2737,53172
16-11-2021,1787,1808.65,1777.25,1790.6,199716665,3880,111056
15-11-2021,1780.9,1800,1776,1785.55,633198058,6660,352605
12-11-2021,1747,1782.4,1738.3,1780,354401766,5952,200754
11-11-2021,1735,1740,1710,1732.55,95343203,3587,55354
10-11-2021,1734.7,1750.9,1723.25,1738.2,96048472,3142,55312
09-11-2021,1737,1749.8,1726.15,1742.4,342721906,10131,196905
08-11-2021,1727,1740,1703.1,1737.65,321417112,12111,186291
04-11-2021,1715.85,1715.85,1705,1709.4,83174263,8854,48618
03-11-2021,1708,1717.45,1699.6,1702.6,95867430,3031,56125
02-11-2021,1701.8,1706.35,1687.2,1697.85,134022746,3635,79031
01-11-2021,1674.2,1706.5,1674.2,1699.95,233628576,9672,137820
29-10-2021,1690.3,1712.95,1661.25,1668.6,307968954,19099,182488
28-10-2021,1720,1724.45,1693,1704,140101623,4536,81871
27-10-2021,1706,1733.8,1701.4,1728.7,229855331,9262,133751
26-10-2021,1704.7,1726.65,1694.7,1704.1,217693367,10074,127609
25-10-2021,1724.45,1730,1687,1707.7,139778886,5600,82181
22-10-2021,1748,1763.6,1707.1,1719.55,337503947,18432,195206
21-10-2021,1816.85,1816.85,1747.4,1753.85,381242400,10298,214981
20-10-2021,1823.55,1848.25,1793.95,1800.5,6580891247,9483,3615565
19-10-2021,1810,1833.9,1782.55,1821.45,447677620,12107,246371
18-10-2021,1734.2,1799.05,1734.2,1792.15,485229327,12487,274349
14-10-2021,1744,1784.05,1698.25,1715.5,860872760,20693,495333
13-10-2021,1693.55,1713.5,1681.25,1708.75,220894479,7364,130116
12-10-2021,1679.85,1689,1662,1684.8,525858348,24453,313775
11-10-2021,1688.95,1730.3,1663.95,1692,5828273494,15247,3384023
08-10-2021,1704,1731,1698.2,1723.55,590893898,20093,343733
07-10-2021,1682,1703.8,1677,1691.3,490724316,21017,289846
06-10-2021,1696.55,1709,1670,1673.9,149568666,6627,88938
05-10-2021,1678,1703,1663.25,1692.75,349518309,17432,208100
04-10-2021,1669.2,1688.05,1666.3,1679.1,144176481,4579,85861
01-10-2021,1668,1678.65,1661.4,1664.95,245176917,15612,146838
30-09-2021,1699,1700,1670,1675.4,121027208,4771,71840
29-09-2021,1661.95,1701,1658,1692.05,359502521,19689,214227
28-09-2021,1713,1713,1675.5,1687.5,717255973,36828,424814
27-09-2021,1770.85,1770.85,1719,1721.95,254603986,8797,146640
24-09-2021,1759,1787.5,1752.2,1763.45,324053090,8519,182745
23-09-2021,1732.15,1745,1722.3,1741.7,5671451049,4446,3302251
22-09-2021,1718,1738.75,1713.05,1716.65,173919806,4238,100746
21-09-2021,1692.3,1726,1685,1717.7,505614655,15422,295996
20-09-2021,1685,1707.65,1678.25,1687.85,288808575,12006,170348
17-09-2021,1701.5,1717.9,1685.3,1691.3,739795139,14165,434037
16-09-2021,1715,1722,1691.6,1702.35,148194349,4368,87136
15-09-2021,1696.7,1716.4,1687.3,1711.1,167460009,4465,98193
14-09-2021,1697.9,1697.9,1679.65,1685.9,109862435,4163,65051
13-09-2021,1688,1701,1675,1691,255408405,12245,151233
09-09-2021,1687.9,1694.95,1682.2,1691.8,93777726,3370,55551
08-09-2021,1704.45,1704.45,1683.5,1693,149069631,5303,88073
07-09-2021,1732,1735,1704.75,1706.5,162094779,5305,94610
06-09-2021,1707,1732,1700,1730,247484952,6993,144430
03-09-2021,1697,1706.05,1685.3,1700.3,186818298,6978,110020
02-09-2021,1677.45,1694.7,1663,1688.45,421980627,10273,252425
01-09-2021,1712,1713,1673.05,1677.35,324268379,12865,192538
31-08-2021,1700.1,1714.75,1686.1,1704.15,1325459666,11039,780575
30-08-2021,1704.8,1718.8,1690.35,1697.85,260697353,12517,153093
27-08-2021,1722,1728.4,1705,1708.45,189836157,8846,110790
26-08-2021,1736,1746,1720,1726.95,241717360,9056,139366
25-08-2021,1715.2,1746.35,1715.2,1737.2,207325340,7276,119692
24-08-2021,1748,1755.6,1712.5,1720.75,393561731,15499,227498
23-08-2021,1733.05,1752.8,1731.75,1739.2,256191017,8332,147093
20-08-2021,1724.95,1745,1719.5,1732.15,217394961,8924,125315
18-08-2021,1735,1755,1727,1733.35,311448026,11870,179001
17-08-2021,1704.4,1748.45,1687.9,1741.45,582902246,18846,337187
16-08-2021,1711.6,1720,1690.3,1704.75,326004150,13533,191220
13-08-2021,1699,1722,1691.45,1712.5,422720590,15270,247445
12-08-2021,1678,1696.2,1674.55,1690.5,178246715,6242,105592
11-08-2021,1676.35,1684,1668.3,1677.45,160155313,6977,95584
10-08-2021,1670,1680,1661.8,1676.35,177862716,7093,106259
09-08-2021,1656.4,1667.4,1646.5,1663,7436394405,9319,4505456
06-08-2021,1660.1,1660.75,1644.1,1650.35,173748202,9625,105131
05-08-2021,1651,1666.25,1647.05,1654.85,176544885,8470,106595
04-08-2021,1665.2,1680,1639.35,1649.15,555972832,9658,336519
03-08-2021,1641,1658.7,1636.4,1654.1,196665604,7332,119503
02-08-2021,1620,1634.9,1620,1631.35,214239455,8548,131638
30-07-2021,1616.85,1623.45,1606.1,1610.25,143028313,4810,88650
29-07-2021,1610,1620,1605.35,1616.85,170498145,6864,105591
28-07-2021,1604.3,1607.4,1585.7,1605.3,354946909,12087,222461
27-07-2021,1605,1608.9,1598.1,1602.6,252939871,10337,157809
26-07-2021,1590.45,1611.8,1590.45,1604.05,247453364,9233,154057
23-07-2021,1590,1598.7,1586.1,1590.35,1111021207,8913,698796
22-07-2021,1556,1593.1,1556,1590.2,689522988,9239,435318
20-07-2021,1538,1557.5,1538,1549.7,480427765,14204,310798
19-07-2021,1551,1553.3,1537.4,1541.8,2536044793,15792,1632126
16-07-2021,1580,1580,1550,1555,424766530,12643,272375
15-07-2021,1554,1597.25,1551.25,1580.3,544910549,14762,344456
14-07-2021,1550.4,1582.4,1538.25,1576.9,283783338,7258,181724
13-07-2021,1559,1559,1536,1544.9,264677692,11597,171578
12-07-2021,1572,1577.6,1535,1547.95,2526030917,8198,1617158
09-07-2021,1557,1569.85,1550,1562.75,1036300556,3789,665749
08-07-2021,1569,1576,1549.15,1560.5,158223843,4272,101452
07-07-2021,1568,1570.7,1544.65,1563.8,416388384,18065,266931
06-07-2021,1575.9,1586.7,1557,1562.5,329748343,13745,209349
05-07-2021,1571.75,1585,1563.1,1579.1,276099610,8110,175437
02-07-2021,1562.5,1569.65,1542.3,1567.4,525547089,19731,338146
01-07-2021,1582,1582,1559.35,1560.45,439412916,18220,280753
30-06-2021,1562.6,1590.85,1562.6,1581.25,272980351,8875,172398
29-06-2021,1564.85,1573.75,1559.25,1562.6,190499238,8355,121752
28-06-2021,1572,1580,1559.5,1571.55,360355168,16107,229454
25-06-2021,1570,1578.2,1543.75,1574.45,440683641,15098,281577
24-06-2021,1516,1568.35,1511.9,1559.15,681010890,18504,441203
23-06-2021,1523,1524.95,1498.6,1502.85,2412142984,7531,1596028
22-06-2021,1510,1520.65,1501,1511.7,588960577,14889,390010
21-06-2021,1489,1505.7,1484.1,1500.35,438002907,13826,292535
18-06-2021,1506.3,1515.95,1486.55,1504.5,836035336,24704,556964
17-06-2021,1473,1502,1473,1497.05,331646885,7514,222950
16-06-2021,1478.95,1489.4,1467.5,1480.3,508163718,7604,344488
15-06-2021,1467,1476.25,1463.5,1472.85,3441073547,7112,2348770
14-06-2021,1455,1477.3,1453.55,1461.4,700676355,16286,479678
11-06-2021,1429.55,1451.55,1429.45,1446.75,923022561,28356,639754
10-06-2021,1418.5,1429.45,1418.5,1424.55,178786610,4856,125619
09-06-2021,1415.95,1425,1404.05,1414.7,596898132,20118,421775
08-06-2021,1394,1421.4,1394,1412.95,621745531,12060,440159
07-06-2021,1388,1392.4,1377.5,1389.6,320330561,7447,231201
04-06-2021,1392,1396.5,1377.9,1385.2,150080429,4901,108272
03-06-2021,1382,1398.65,1377.2,1389.5,337490664,12798,243404
02-06-2021,1378.65,1392,1362.2,1379.75,2606087964,31599,1906584
01-06-2021,1400,1400.8,1378.6,1387.4,255049366,7222,184134
31-05-2021,1405,1405,1383.1,1393.65,1404804081,12189,1009210
28-05-2021,1411.85,1414,1396.35,1404.8,589033832,19208,418799
27-05-2021,1404.8,1415.5,1391.6,1404.65,1889118474,26575,1353941
26-05-2021,1369.4,1400,1362,1397.35,700560852,22932,505592
25-05-2021,1353,1367.5,1353,1361.9,573159676,18632,420760
24-05-2021,1358,1362.15,1345.25,1348.15,1434236544,13715,1066338
21-05-2021,1349,1357,1346.1,1354.7,649413646,16320,480568
20-05-2021,1345,1350,1335.4,1339.45,152349724,4620,113578
19-05-2021,1340,1357.45,1333.55,1336.55,1395911243,10592,1047750
18-05-2021,1336,1344.45,1330,1339.95,415655364,7316,310214
17-05-2021,1319.7,1335,1319.7,1329.15,381994812,14001,287383
14-05-2021,1333.95,1333.95,1311.8,1316.8,337247971,11259,256247
12-05-2021,1332,1334.3,1315,1326.95,1496453046,21914,1134464
11-05-2021,1336,1341.3,1325.25,1330.7,405632164,11705,305023
10-05-2021,1355,1355,1335.35,1339.5,266940955,8622,198990
07-05-2021,1366,1372.4,1348.9,1352.4,202815144,9801,149432
06-05-2021,1343,1364.2,1337.05,1361.15,376064711,13283,277845
05-05-2021,1337.35,1343.7,1328,1341.6,227730045,10411,170339
04-05-2021,1355,1355,1325,1329.55,152802777,6302,114114
03-05-2021,1342,1361,1337.65,1351.8,124991330,4607,92652
30-04-2021,1349,1373.6,1346.8,1353.9,321294905,6589,235449
29-04-2021,1369,1369,1352.05,1355.55,139442889,4341,102466
28-04-2021,1358,1359,1344.7,1355.85,166036192,5087,122748
27-04-2021,1348,1353,1340,1348.2,242503211,9456,180094
26-04-2021,1330,1351,1322,1343.65,364552875,11761,271381
23-04-2021,1344.3,1348.8,1331.3,1333.85,239290555,8007,178652
22-04-2021,1353.75,1364.9,1345.8,1351.05,969465360,8300,717307
20-04-2021,1378,1379,1342.7,1350.7,463989309,20102,341541
19-04-2021,1344,1379.5,1333.05,1362.6,595314518,14214,437862
16-04-2021,1366.65,1371,1347,1352.55,1833368275,29800,1349182
15-04-2021,1354.7,1366.6,1320.35,1361.5,1787343221,67607,1327320
13-04-2021,1433,1435.95,1375,1398.6,1050610632,40932,753247
12-04-2021,1480,1480,1415.3,1425.8,1122869376,25931,778970
09-04-2021,1454,1454,1430.4,1440.75,443973645,8956,308482
08-04-2021,1430.5,1451.1,1425.25,1439.8,2668888336,12616,1863736
07-04-2021,1409.5,1434.5,1406.5,1430.25,449502695,14562,316152
06-04-2021,1421.05,1425.9,1406.25,1411.15,410611506,13450,290047
05-04-2021,1389.8,1425,1385,1410.15,928027269,27287,659688
01-04-2021,1380,1391.5,1370.7,1385.3,196004828,5056,141773
31-03-2021,1383.5,1388,1363.5,1367.75,393573410,13245,286901
30-03-2021,1340,1399.85,1336,1385.55,723361822,22299,526058
26-03-2021,1341,1356.4,1332.5,1336.3,237238537,6341,176922
25-03-2021,1348.95,1349.7,1328,1333.75,339120351,13567,253133
24-03-2021,1362,1370.4,1346.6,1353.8,158448973,5078,116760
23-03-2021,1371,1383.3,1359.7,1371.2,182681070,5034,133032
22-03-2021,1350,1376,1335.85,1370.5,282880261,10574,208736
19-03-2021,1335,1354.85,1317.9,1345.35,645704102,10948,481898
18-03-2021,1392.55,1394.05,1313.5,1336.25,547078808,25057,405813
17-03-2021,1391,1399.7,1381.9,1387.2,382061059,13220,274343
16-03-2021,1382.2,1406.25,1380.15,1384.25,371162615,9606,266475
15-03-2021,1370,1379.85,1358.1,1373.1,257143062,7117,187766
12-03-2021,1372,1390.3,1370.25,1374.6,335045986,7863,242425
10-03-2021,1358.5,1373.8,1354.35,1368.1,888373595,25139,651158
09-03-2021,1329,1350,1319,1345.7,333131036,10878,249554
08-03-2021,1324.6,1346.2,1317.7,1336.3,345870446,9752,259500
05-03-2021,1332,1340,1306,1316,243998511,7525,184593
04-03-2021,1337.7,1363.8,1326.15,1330.3,2323981415,25787,1732078
03-03-2021,1316.15,1347,1308.45,1343.6,377865685,10706,284390
02-03-2021,1280,1310,1279.5,1304.05,656609502,19744,506721
01-03-2021,1268,1284.55,1259.7,1268.7,221694312,5699,174197
26-02-2021,1261.2,1274.15,1244.6,1252.35,580255386,25978,461700
25-02-2021,1291,1299,1271.85,1274.75,1883127146,6724,1473572
24-02-2021,1264,1276.35,1230,1274.1,1858576980,39665,1479897
23-02-2021,1266.35,1290.6,1258,1266.25,647787375,6678,505501
22-02-2021,1293,1308,1260.1,1264.7,606033453,22294,471765
19-02-2021,1298,1299.15,1277.15,1291.35,153258259,4802,118996
18-02-2021,1277.35,1305.55,1276,1292.35,352470188,11951,272639
17-02-2021,1290.1,1294.45,1276.4,1282,218213242,6211,169961
16-02-2021,1318,1319.9,1286,1290.1,364936039,14382,280869
15-02-2021,1322.95,1328.5,1307.05,1309.7,174658631,5051,132561
12-02-2021,1302.1,1323.35,1302.1,1309.6,306876266,7212,233667
11-02-2021,1287,1296,1282.65,1292,146897173,3935,113926
10-02-2021,1303.6,1304.2,1284,1296.1,220508824,5818,170488
09-02-2021,1308.45,1331.85,1297.35,1305,657628831,20073,499049
08-02-2021,1281,1310,1275.55,1304.35,790973084,17734,615834
05-02-2021,1286,1288,1262.3,1272.3,317230501,15279,249847
04-02-2021,1287,1291.45,1272.2,1279.7,2018069781,12646,1567940
03-02-2021,1280,1304,1272.75,1286.1,323395252,7695,250870
02-02-2021,1280.45,1294.4,1264.05,1270.8,355199598,16109,278421
01-02-2021,1246,1277.65,1240.55,1261.45,485984529,21290,387051
29-01-2021,1288.95,1290.95,1231.15,1239.65,505614673,26303,401843
28-01-2021,1289.55,1295.65,1273,1276.3,1927973583,21157,1497298
27-01-2021,1313.1,1327.65,1285.3,1301.75,333945959,11944,255409
25-01-2021,1340.45,1347.45,1313.45,1322.6,1816897402,7907,1371908
22-01-2021,1326,1355,1326,1340.45,225829769,6521,168138
21-01-2021,1352.45,1360.05,1335,1339.25,852680027,13233,634634
20-01-2021,1318.6,1348.2,1318.6,1339.45,504566823,16551,376961
19-01-2021,1315,1331.3,1312.8,1317.05,249992647,6951,189274
18-01-2021,1340,1340,1306.35,1311.65,666219344,28169,504205
15-01-2021,1370,1370,1341.75,1345.1,2227518377,28040,1650161
14-01-2021,1360,1384.5,1318.05,1370.6,3730981293,62933,2734302
13-01-2021,1379.8,1392.7,1360,1387.7,1370462896,29537,993426
12-01-2021,1383.7,1383.7,1360.2,1371.85,479874320,10958,350455
11-01-2021,1340,1382.65,1340,1376.1,909307332,22896,664987
08-01-2021,1280,1316.45,1278.65,1311.8,3795500361,13303,2945503
07-01-2021,1298,1298,1255.6,1261.95,448664514,11114,354360
06-01-2021,1296.25,1302.5,1268.5,1281.6,460158118,10514,357102
05-01-2021,1287,1299,1274.4,1293.5,547624832,15462,424938
04-01-2021,1271.75,1290.35,1261.5,1288.55,421354156,11987,329658
01-01-2021,1258.95,1265.3,1255,1260.4,310510319,9950,246094
31-12-2020,1244.9,1258.15,1239,1255.85,196083435,5304,157186
30-12-2020,1252.9,1253.9,1238.55,1246.2,174409608,5442,139790
29-12-2020,1237,1254.5,1236.55,1250.15,300425729,6302,241078
28-12-2020,1237.35,1248,1236.15,1240.1,313398524,10171,252593
24-12-2020,1265,1265,1226.1,1236.35,621267518,15479,503008
23-12-2020,1242.95,1259,1231,1252.95,1306185849,32581,1049211
22-12-2020,1178,1224,1176.3,1220.75,648029713,15105,541344
21-12-2020,1189.9,1209.5,1152.1,1176.3,767399916,15257,642680
18-12-2020,1182,1194.95,1175.45,1189.75,877587743,17874,739106
17-12-2020,1166.35,1168.5,1156.5,1159.1,299422193,10286,257415
16-12-2020,1162.05,1168.9,1154.3,1165.75,367336968,15937,316800
15-12-2020,1158.5,1163.7,1152.1,1154.4,270388115,9276,233677
14-12-2020,1167.95,1171.6,1148.5,1164.55,309490777,8200,267081
11-12-2020,1168,1171.95,1156.25,1163.05,468350262,10913,401646
10-12-2020,1163.7,1171.45,1151.45,1167.5,443552991,11482,380940
09-12-2020,1167.15,1179,1157.3,1175.15,573708214,19419,490595
08-12-2020,1144.4,1166.75,1144.4,1153.85,916148366,26352,793534
07-12-2020,1144,1151.4,1136.15,1144.05,595212245,16584,521440
04-12-2020,1126,1136.9,1115.35,1134.65,820659960,18732,727164
03-12-2020,1152.15,1152.15,1122.55,1126.55,2370071891,21213,2088753
02-12-2020,1135,1147.2,1121.1,1141.05,240183395,6256,212615
01-12-2020,1105.55,1139.7,1105.55,1137.25,645329004,20053,571933
27-11-2020,1115,1120.95,1091.05,1100.55,459766756,15906,415087
26-11-2020,1118,1119,1098.65,1113.65,454563932,16782,411389
25-11-2020,1139,1140.5,1111.7,1116.2,325036371,8721,288915
24-11-2020,1144,1154.9,1133.2,1139.15,652302009,19555,570517
23-11-2020,1103.2,1144.5,1102.3,1140.25,839886006,18344,745811
20-11-2020,1105.5,1108.85,1091.2,1103.05,450600872,10210,409116
19-11-2020,1104.65,1114.8,1094,1096.45,576751418,17111,521760
18-11-2020,1129,1132.1,1101.4,1110.6,442176260,13693,398479
17-11-2020,1138,1144.8,1112.9,1123.85,571130794,13899,509096
14-11-2020,1137,1139.95,1131.25,1133.45,92414634,3608,81497
13-11-2020,1119.85,1132.2,1117,1123.9,1924617238,9247,1718928
12-11-2020,1124,1141.95,1113.95,1117.75,519556758,16149,461356
11-11-2020,1098,1125.75,1087.6,1122.6,547882657,12297,494793
10-11-2020,1129.95,1129.95,1078.35,1090.95,794652065,16101,717732
09-11-2020,1125,1145.9,1121.85,1136.2,875583874,21580,773483
06-11-2020,1108,1121.45,1092,1113.4,253207538,5440,229578
05-11-2020,1112,1123.35,1099,1103.9,477100168,14905,429175
04-11-2020,1066,1116.2,1066,1094,570012803,15984,519308
03-11-2020,1077,1079.35,1057.75,1061.95,374761084,10102,351609
02-11-2020,1070,1079.95,1051,1072,599691993,16384,562312
30-10-2020,1070,1083.5,1052.5,1060.6,269619894,6938,253115
29-10-2020,1060.2,1081.9,1060.2,1074.8,308176737,12865,287736
28-10-2020,1100,1104.45,1069.6,1076.6,1921548142,13927,1763704
27-10-2020,1107,1109.55,1077.45,1092.15,377357044,10463,345937
26-10-2020,1121,1129.3,1103.7,1112.1,348505149,6239,312283
23-10-2020,1134.45,1134.45,1120,1122,348902941,11100,309881
22-10-2020,1146,1158,1123.75,1130.15,507441423,10449,443767
21-10-2020,1142,1153.9,1135,1148.3,631969846,19239,550482
20-10-2020,1119.85,1144.7,1115,1137.05,253797050,6797,223438
19-10-2020,1133.6,1138.75,1115.75,1125.55,628817541,20185,558876
16-10-2020,1112,1135.85,1097.1,1127.6,780688689,22288,698563
15-10-2020,1184,1185,1093,1108,3032792678,41182,2663595
14-10-2020,1164.7,1164.7,1130.35,1136.1,816566074,23590,712741
13-10-2020,1135,1165.85,1135,1158,835299410,22666,727265
12-10-2020,1120,1139.8,1112.25,1132.3,615175874,17719,547139
09-10-2020,1099,1113.65,1088.5,1107.55,557426030,16735,506728
08-10-2020,1089,1123.95,1088.1,1094,870173120,31739,785656
07-10-2020,1045,1072,1038.05,1066.55,470825693,13864,447696
06-10-2020,1054.1,1059.85,1031.8,1055.75,478417680,15659,458018
05-10-2020,1019.45,1054.6,1019,1048.2,818503760,22624,784200
01-10-2020,1016,1025.85,1011.9,1017.7,129396257,4203,127324
30-09-2020,1012.25,1023.9,1004.75,1008,1633847008,6372,1626056
29-09-2020,1018.95,1028,1004.2,1010.25,265574929,7679,261440
28-09-2020,1014.9,1016.3,998.5,1009.5,208248971,6645,207259
25-09-2020,985,1014.05,976.9,1011.05,315554395,8893,316411
24-09-2020,1008,1008,970.15,975.35,280471639,9445,283773
23-09-2020,1016.35,1037.1,1001.55,1019.65,486790528,10629,474419
22-09-2020,1010.4,1022.4,991.5,1007.2,468770626,16207,466321
21-09-2020,1000,1030.8,1000,1009.3,487870021,20070,478960
18-09-2020,1015.95,1018.6,999,1002.55,362778018,9228,358949
17-09-2020,996,1020.6,994.65,1010.65,374675174,11894,370943
16-09-2020,990.95,1006,982.3,1001.05,1394287483,11488,1413638
15-09-2020,979.95,994,972,981.9,228288677,6972,232236
14-09-2020,949.5,991.05,948.85,977.95,637538074,15088,652772
11-09-2020,936,953.85,931.2,945.4,143628773,4862,151955
10-09-2020,935.9,941.5,925.2,939.95,214017694,8279,229230
09-09-2020,930,945.7,926,928.3,323664240,11109,346359
08-09-2020,929.7,951.8,926.45,940.05,279386226,8435,296135
07-09-2020,919.25,927.5,913.7,924.65,163838689,7758,177849
04-09-2020,921.5,929.5,915.55,919.25,152617775,5650,165556
03-09-2020,925.75,949.15,924,935.4,305923463,12055,326429
02-09-2020,917.9,926.1,914.3,924.05,1495408397,8223,1627215
01-09-2020,925,935,912.6,914.3,121532677,6566,131881
31-08-2020,935,950.3,915.75,928.5,226857995,7070,242821
28-08-2020,950.1,951.9,933.1,934.85,138108397,4683,146816
27-08-2020,960,960.55,945.1,946.4,305409042,5909,321931
26-08-2020,938.55,954,938.55,950.8,310676490,8886,328950
25-08-2020,946.45,948.5,934.1,938.35,208685244,5144,221870
24-08-2020,949.85,951.95,939.55,947.2,282518919,8909,298417
21-08-2020,960.1,963,946.7,948.85,92043916,3161,96628
20-08-2020,959,965,951.25,955.05,101451853,3184,105929
19-08-2020,970,971.7,958,959.3,113507153,3675,117800
18-08-2020,961.8,969,958.75,967.15,104693213,3267,108582
